StockCode,Description,TotalRevenue,QuantitySold,InvoiceCount,CustomerCount,AveragePrice,PopularityScore
21955,DOOR MAT UNION JACK GUNS AND ROSES,1998.8500000000001,269,137,99,7.465395683453238,13563
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1987.8,1124,222,136,2.2544347826086955,30192
23340,VINTAGE CHRISTMAS CAKE FRILL,1978.3500000000001,1199,114,104,1.65,11856
21523,FANCY FONT HOME SWEET HOME DOORMAT,1978.0,312,104,61,6.519230769230769,6344
22711,WRAP CIRCUS PARADE,1974.84,4702,176,147,0.42,25872
21990,MODERN FLORAL STATIONERY SET,1974.22,1228,224,162,1.8103964757709252,36288
22376,AIRLINE BAG VINTAGE JET SET WHITE,1972.29,413,188,144,4.8680104712041885,27072
22480,RED TEA TOWEL CLASSIC DESIGN,1970.0,1576,236,192,1.25,45312
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,1966.2,1572,127,74,1.25078125,9398
23007, SPACEBOY BABY GIFT SET,1966.1999999999998,116,95,75,16.95,7125
21823,PAINTED METAL HEART WITH HOLLY BELL,1965.04,2076,163,135,1.1488636363636362,22005
22789,T-LIGHT HOLDER SWEETHEART HANGING,1961.49,1005,174,134,1.983370786516854,23316
82597,BOMBS AWAY METAL SIGN,1957.8600000000001,937,158,104,2.0923125000000002,16432
21467,CHERRY CROCHET FOOD COVER,1957.42,528,198,137,3.7746,27126
21792,CLASSIC FRENCH STYLE BASKET GREEN ,1956.9,382,127,109,5.647637795275591,13843
21688,SILVER PLATE CANDLE BOWL SMALL,1955.8500000000004,663,103,93,2.95,9579
22863,SOAP DISH BROCANTE,1952.9,662,139,115,2.95,15985
22132,RED LOVE HEART SHAPE CUP,1952.7299999999998,2301,230,151,0.8522510822510823,34730
22983,CARD BILLBOARD FONT,1952.19,4701,333,224,0.42753753753753754,74592
23092,LARGE ANTIQUE WHITE PHOTO FRAME,1951.3000000000002,247,110,89,7.9,9790
21244,BLUE  SPOTTY PLATE ,1946.8799999999999,1152,166,115,1.6900000000000002,19090
85199S,SMALL HANGING IVORY/RED WOOD BIRD,1946.51,4616,288,187,0.4323,53856
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1946.3200000000002,466,142,103,4.237464788732394,14626
22231,JIGSAW TREE WITH BIRDHOUSE,1945.8999999999999,1600,215,164,1.198675799086758,35260
21896,POTTING SHED TWINE,1945.2,927,215,180,2.098853211009174,38700
21866,UNION JACK FLAG LUGGAGE TAG,1943.4,1559,293,189,1.2676923076923077,55377
22843,BISCUIT TIN VINTAGE GREEN,1941.61,289,146,127,6.77472972972973,18542
23535,WALL ART BICYCLE SAFETY,1939.7,326,109,96,5.95,10464
22023,EMPIRE BIRTHDAY CARD,1939.47,4812,311,177,0.4116666666666667,55047
22742,MAKE YOUR OWN PLAYTIME CARD KIT,1938.1800000000003,750,158,129,2.7880000000000003,20382
21788,KIDS RAIN MAC BLUE,1936.2299999999998,2277,167,137,0.8544827586206897,22879
21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1933.8,1172,223,166,1.65,37018
23309,SET OF 60 I LOVE LONDON CAKE CASES ,1933.6999999999998,3470,274,172,0.5792682926829268,47128
21705,BAG 500g SWIRLY MARBLES,1932.45,1645,172,136,1.5715999999999999,23392
21354,TOAST ITS - BEST MUM,1931.45,1597,163,119,1.226829268292683,19397
20685,RED SPOTTY COIR DOORMAT,1930.5,286,122,103,6.75,12566
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1925.61,2527,259,205,0.8079850746268656,53095
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,1925.25,151,119,97,12.75,11543
21126,SET OF 6 GIRLS CELEBRATION CANDLES,1923.77,1717,207,167,1.2248815165876776,34569
22127,PARTY CONES CARNIVAL ASSORTED,1921.25,1537,130,116,1.25,15080
21240,BLUE  SPOTTY CUP,1920.1499999999999,2259,289,166,0.85,47974
23157,SET OF 6 NATIVITY MAGNETS ,1919.6000000000001,915,121,94,2.1768503937007875,11374
20750, RED/WHITE DOT MINI CASES,1917.5,242,116,97,7.9363247863247866,11252
16237,SLEEPING CAT ERASERS,1916.1,9460,339,209,0.2081104651162791,70851
22474,SPACEBOY TV DINNER TRAY,1915.79,401,173,138,4.811942857142857,23874
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1913.21,562,148,132,3.738066666666667,19536
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1913.16,1536,144,88,1.2473611111111111,12672
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1907.6000000000004,648,89,66,2.9456521739130435,5874
21789,KIDS RAIN MAC PINK,1903.6799999999998,2250,173,135,0.8521590909090908,23355
23395,BELLE JARDINIERE CUSHION COVER,1903.23,509,167,136,3.7472455089820356,22712
85054,FRENCH ENAMEL POT W LID,1901.2100000000003,753,156,105,2.87225,16380
22660,DOORMAT I LOVE LONDON,1900.45,253,127,82,7.728425196850393,10414
23089,GLASS BON BON JAR,1896.87,1079,123,98,1.7884126984126985,12054
21041,RED SPOTTY OVEN GLOVE DOUBLE,1896.8500000000001,643,124,77,2.95,9548
22536,MAGIC DRAWING SLATE PURDEY,1896.1200000000001,4558,299,231,0.41883116883116883,69069
47505,MINATURE COLOURED GARDENING SET,1892.9,388,143,118,4.889655172413793,16874
48116,DOORMAT MULTICOLOUR STRIPE,1892.5900000000001,237,139,94,8.001366906474821,13066
21486,PINK HEART DOTS HOT WATER BOTTLE,1889.79,613,161,122,3.642515337423313,19642
21980,PACK OF 12 RED SPOTTY TISSUES ,1889.6299999999999,6497,216,182,0.2905045871559633,39312
22057,CERAMIC PLATE STRAWBERRY DESIGN,1889.31,1415,161,110,1.4012422360248447,17710
72756,FAIRY CAKE CANDLES,1887.83,1267,102,93,1.49,9486
21243,PINK  POLKADOT PLATE ,1882.66,1114,156,109,1.69,17004
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1881.58,4478,413,227,0.4219294117647059,93751
21539,RETRO SPOTS BUTTER DISH,1881.0,380,132,103,4.95,13596
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,1877.8500000000001,1141,161,107,1.6475903614457832,17227
21349,IVY HEART WREATH,1876.5,278,114,104,6.75,11856
23294,SET OF 6 SNACK LOAF BAKING CASES,1874.06,2264,277,208,0.8288256227758006,57616
22782,SET 3 WICKER STORAGE BASKETS ,1869.0,120,64,60,20.496875,3840
22459,CAST IRON HOOK GARDEN TROWEL,1866.6,732,143,120,2.55,17160
84818,DANISH ROSE PHOTO FRAME,1865.81,1499,149,122,1.7638255033557046,18178
22458,CAST IRON HOOK GARDEN FORK,1864.05,731,146,117,2.55,17082
22495,SET OF 2 ROUND TINS CAMEMBERT ,1863.3300000000002,699,186,162,2.823617021276596,30132
20665,RED SPOTTY PURSE ,1863.1000000000004,634,120,99,2.943333333333334,11880
22696,WICKER WREATH LARGE,1858.31,947,234,195,1.9758921161825727,45630
23489,VINTAGE BELLS GARLAND,1858.27,643,122,113,2.89,13786
21464,DISCO BALL ROTATOR BATTERY OPERATED,1857.5,438,206,124,4.245145631067961,25544
23504,PLAYING CARDS JUBILEE UNION JACK,1854.98,1486,186,161,1.2489230769230768,29946
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1854.3000000000002,884,120,104,2.6475409836065573,12480
21683,MEDIUM MEDINA STAMPED METAL BOWL ,1852.6000000000004,628,126,93,2.95,11718
22375,AIRLINE BAG VINTAGE JET SET BROWN,1850.85,399,189,133,4.706315789473684,25137
40016,CHINESE DRAGON PAPER LANTERNS,1845.74,4532,167,123,0.46279761904761907,20541
22461,SAVOY ART DECO CLOCK,1842.4,208,109,76,11.21605504587156,8284
48173C,DOOR MAT BLACK FLOCK ,1841.1000000000001,256,142,97,7.202957746478874,13774
82567,"AIRLINE LOUNGE,METAL SIGN",1840.91,892,290,136,2.077724137931035,39440
22956,36 FOIL HEART CAKE CASES,1840.3700000000001,938,202,176,2.072857142857143,35552
21743,STAR PORTABLE TABLE LIGHT ,1837.8500000000004,623,125,110,2.95,13750
22199,FRYING PAN RED POLKADOT ,1836.25,433,132,87,4.246240601503759,11484
22342,HOME GARLAND PAINTED ZINC ,1830.6,1476,113,107,1.342920353982301,12091
21504,SKULLS GREETING CARD,1830.3600000000001,4526,282,158,0.4093992932862191,44556
22067,CHOC TRUFFLE GOLD TRINKET POT ,1829.73,1153,169,101,1.6096491228070176,17069
22710,WRAP I LOVE LONDON ,1828.68,4354,158,110,0.42,17380
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1828.3500000000001,717,145,88,2.55,12760
22218,CAKE STAND LACE WHITE,1827.5,430,159,134,4.25,21306
84840,SWEETHEART CARRY-ALL BASKET,1827.5,215,120,105,8.5,12600
21389,IVORY HANGING DECORATION  BIRD,1826.9299999999998,2153,194,149,0.8493532338308457,28906
23133,LARGE IVORY HEART WALL ORGANISER,1823.25,221,108,79,8.25,8532
20668,DISCO BALL CHRISTMAS DECORATION,1817.44,15804,302,179,0.11908794788273616,54058
21240,BLUE POLKADOT CUP,1817.31,2153,257,172,0.8484942084942084,44204
22667,RECIPE BOX RETRO SPOT DESIGN,1817.2000000000003,616,170,136,2.95,23120
22059,CERAMIC STRWBERRY DESIGN MUG,1816.61,1225,156,99,1.487090909090909,15444
23111,PARISIENNE SEWING BOX,1812.5,145,102,69,12.5,7038
22145,CHRISTMAS CRAFT HEART STOCKING ,1810.2,862,160,148,2.1,23680
22473,TV DINNER TRAY VINTAGE PAISLEY,1809.24,476,159,116,4.6430817610062896,18444
85034C,3 ROSE MORRIS BOXED CANDLES,1806.97,1129,154,128,2.1406832298136647,19712
22792,FLUTED ANTIQUE CANDLE HOLDER,1806.61,2119,161,122,0.8677639751552796,19642
23166,MEDIUM CERAMIC TOP STORAGE JAR,1806.25,1445,164,126,1.25,20664
21693,SMALL HAMMERED SILVER CANDLEPOT ,1803.0000000000002,612,91,81,2.945604395604396,7371
21872,GLAMOROUS  MUG,1799.12,1424,270,168,1.2996323529411764,45360
23330,DECORATIVE WICKER HEART MEDIUM,1798.69,1445,189,154,1.2489285714285714,29106
21824,PAINTED METAL STAR WITH HOLLY BELLS,1798.1599999999999,2208,158,136,1.0628143712574851,21488
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",1796.8500000000001,1089,125,96,1.65,12000
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,1796.7,706,147,105,2.5459459459459457,15435
22897,OVEN MITT APPLES DESIGN,1793.86,1222,211,163,1.5358490566037735,34393
22776,SWEETHEART 3 TIER CAKE STAND ,1791.0,180,117,96,9.95,11232
21696,SMALL SILVER TRELLIS CANDLEPOT,1790.6500000000003,607,89,75,2.95,6675
22831,WHITE BROCANTE SOAP DISH,1790.6500000000003,607,117,101,2.95,11817
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1785.15,169,104,64,12.079523809523808,6656
85015,SET OF 12  VINTAGE POSTCARD SET,1782.8700000000001,1989,140,129,1.3408571428571427,18060
85227,SET OF 6 3D KIT CARDS FOR KIDS,1780.83,2085,256,205,0.8647169811320755,52480
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1777.23,419,140,99,4.243888888888889,13860
22521,CHILDS GARDEN TROWEL PINK,1777.1999999999998,2100,323,256,0.8488145896656535,82688
20703,BLUE PADDED SOFT MOBILE,1774.75,419,162,121,4.237654320987654,19602
22520,CHILDS GARDEN TROWEL BLUE ,1770.9699999999998,2089,326,255,0.8488288288288287,83130
22891,TEA FOR ONE POLKADOT,1768.26,398,147,103,4.524829931972789,15141
22990,COTTON APRON PANTRY DESIGN,1761.14,390,136,113,4.769855072463768,15368
22848,BREAD BIN DINER STYLE PINK,1755.85,104,85,56,16.868235294117646,4760
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1755.3,118,98,84,14.905102040816324,8232
22325,MOBILE VINTAGE HEARTS ,1755.15,355,150,124,4.945364238410596,18600
21465,PINK FLOWER CROCHET FOOD COVER,1754.96,467,154,114,3.7740909090909094,17556
84849D,HOT BATHS SOAP HOLDER,1754.22,1038,222,122,1.69,27084
85199L,LARGE HANGING IVORY & RED WOOD BIRD,1754.0700000000002,2703,183,134,0.6493548387096775,24522
51014C,"FEATHER PEN,COAL BLACK",1753.51,2871,168,105,0.653905325443787,17640
23233,WRAP POPPIES  DESIGN,1753.5,4175,155,129,0.42,19995
22937,BAKING MOULD CHOCOLATE CUPCAKES,1753.39,687,124,112,2.5998425196850388,13888
21125,SET 6 FOOTBALL CELEBRATION CANDLES,1753.33,1577,194,158,1.2245771144278605,30652
22902,TOTE BAG I LOVE LONDON,1752.7200000000003,844,124,94,2.0934920634920635,11656
23054,RECYCLED ACAPULCO MAT LAVENDER,1749.0,212,101,77,8.25,7777
22735,RIBBON REEL SOCKS AND MITTENS,1748.8799999999999,1048,156,132,1.7018987341772152,20592
22350,ILLUSTRATED CAT BOWL ,1745.04,684,148,106,2.550933333333333,15688
22021,BLUE FELT EASTER EGG BASKET,1743.75,1059,203,156,1.6471153846153845,31668
23388,WOODLAND MINI BACKPACK,1743.0000000000002,420,125,110,4.15,13750
22117,METAL SIGN HER DINNER IS SERVED ,1742.0000000000002,680,192,140,2.8781250000000003,26880
21171,BATHROOM METAL SIGN ,1741.3,1234,221,142,1.4283783783783783,31382
22475,SKULL DESIGN TV DINNER TRAY,1738.2,376,191,109,4.779896907216496,20819
22451,SILK PURSE BABUSHKA RED,1735.3000000000002,518,113,85,3.35,9605
23132,SMALL IVORY HEART WALL ORGANISER,1732.67,299,124,105,5.858225806451612,13020
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,1730.55,457,130,92,3.783333333333333,11960
15044C,PURPLE PAPER PARASOL,1729.8000000000002,588,154,97,2.94741935483871,14938
23299,FOOD COVER WITH BEADS SET 2 ,1728.67,459,103,94,3.8220388349514565,9682
84975,HEART SHAPED MIRROR,1727.43,1023,157,113,1.6884905660377356,17741
23093,SMALL PARISIENNE HEART PHOTO FRAME ,1726.91,699,120,103,2.482916666666667,12360
22905,CALENDAR IN SEASON DESIGN,1725.9200000000003,601,136,107,2.8717518248175185,14552
23008,DOLLY GIRL BABY GIFT SET,1724.8999999999999,102,78,69,16.924358974358974,5382
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1722.6000000000001,1044,133,94,1.65,12502
22708,WRAP DOLLY GIRL,1722.0,4100,155,114,0.42,17670
23352,ROLL WRAP 50'S RED CHRISTMAS ,1721.25,1377,158,147,1.25,23226
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1718.2499999999998,1185,203,153,1.45,31059
22757,LARGE RED BABUSHKA NOTEBOOK ,1718.05,1524,214,157,1.1848387096774193,33598
85232B,SET OF 3 BABUSHKA STACKING TINS,1717.65,347,128,85,4.95,10880
21239,PINK  POLKADOT CUP,1717.2,2034,244,162,0.8521138211382114,39528
22731,3D CHRISTMAS STAMPS STICKERS ,1716.22,1342,162,131,1.3159999999999998,21222
22306,SILVER MUG BONE CHINA TREE OF LIFE,1715.69,1302,141,120,1.4738461538461538,16920
72799E,IVORY PILLAR CANDLE SILVER FLOCK,1714.7800000000002,706,128,103,2.7237984496124032,13184
21765,HANGING METAL BIRD BATH,1713.6000000000001,216,112,97,7.934070796460178,10864
22440,BALLOON WATER BOMB PACK OF 35,1712.52,4096,253,184,0.41908045977011493,46552
15044B,BLUE PAPER PARASOL ,1712.1000000000001,582,137,90,2.947080291970803,12330
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1711.5500000000002,2065,230,142,0.829620253164557,32660
23231,WRAP DOILEY DESIGN,1711.5,4075,159,122,0.42,19398
20748,KENSINGTON COFFEE SET,1708.5,134,94,72,12.75,6768
48189,DOOR MAT FRIENDSHIP ,1706.8700000000001,235,130,104,7.268000000000001,13520
22304,COFFEE MUG BLUE PAISLEY DESIGN,1705.0700000000002,671,122,88,2.5821311475409834,10736
21153,RED SPOTTY TABLECLOTH ,1704.0,160,94,71,10.65,6674
22152,PLACE SETTING WHITE STAR,1703.27,4041,211,152,0.4255251141552511,32072
23211,RED ROCKING HORSE HAND PAINTED,1702.46,1366,107,77,1.2480733944954128,8239
85035C,ROSE 3 WICK MORRIS BOX CANDLE,1702.19,879,161,124,2.9249700598802395,19964
22477,WATERING CAN GARDEN MARKER,1701.85,1363,178,151,1.248932584269663,26878
22973,CHILDREN'S CIRCUS PARADE MUG,1696.18,1026,113,85,1.6787719298245614,9605
16169E,WRAP 50'S  CHRISTMAS,1695.96,4038,146,140,0.42,20440
22537,MAGIC DRAWING SLATE DINOSAUR,1691.34,4027,276,222,0.42,61272
21556,CERAMIC STRAWBERRY MONEY BOX,1688.1,662,167,126,2.55,21042
37502,TEA TIME MUG IN GIFT BOX,1687.4,572,143,92,2.95,13156
21181,PLEASE ONE PERSON  METAL SIGN,1686.3,803,133,115,2.1,15295
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,1685.55,1023,219,130,1.6491071428571427,28470
22091,EMPIRE TISSUE BOX,1681.69,2367,238,182,0.8615966386554622,43316
22714,CARD BIRTHDAY COWBOY,1681.41,4165,249,186,0.41943775100401604,46314
23227,FILIGREE HEART BUTTERFLY WHITE ,1677.3,1352,85,60,1.2710588235294118,5100
23065,LARGE DECO JEWELLERY STAND,1675.0,134,79,71,12.5,5609
22614,PACK OF 12 SPACEBOY TISSUES,1673.6499999999999,5427,298,222,0.3218811881188119,66156
23162,REGENCY TEA STRAINER,1672.56,446,113,82,3.8075221238938055,9266
21069,VINTAGE BILLBOARD TEA MUG,1669.3,1340,170,106,1.2467052023121388,18020
23424,GINGHAM RECIPE BOOK BOX,1668.15,337,100,85,4.95,8500
85114B,IVORY ENCHANTED FOREST PLACEMAT,1666.5,1010,149,95,1.65,14155
21588,RETRO SPOT GIANT  TUBE MATCHES,1665.15,653,94,79,2.55,7426
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,1661.63,513,158,116,3.2650632911392403,18328
20983,12 PENCILS TALL TUBE RED SPOTTY,1658.35,1951,208,156,0.8499999999999999,32448
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1655.55,611,137,112,3.221223021582734,15344
21559,STRAWBERRY LUNCHBOX WITH CUTLERY,1653.6,652,143,109,2.546917808219178,15587
22349,"DOG BOWL , CHASING BALL DESIGN",1652.61,443,105,95,3.7397142857142858,9975
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1651.55,1217,147,124,1.6425675675675675,18228
21787,RAIN PONCHO WITH RED SPOTS,1650.6999999999998,1942,105,89,0.85,9345
21288,STRIPEY CHOCOLATE NESTING BOXES,1649.2500000000002,699,124,101,2.806451612903226,12524
23390,DOLLY GIRL MINI BACKPACK,1647.5500000000002,397,139,115,4.15,15985
23145,ZINC T-LIGHT HOLDER STAR LARGE,1642.26,1730,144,123,0.9633793103448276,17712
21204,DAISIES  HONEYCOMB GARLAND ,1641.9,998,139,106,1.6471631205673758,14734
22405,MONEY BOX POCKET MONEY DESIGN,1641.41,1381,186,167,1.2127894736842106,31062
22227,"DECORATION, HANGING HEART+MIRROR ",1641.2,2536,167,113,0.648235294117647,18871
21364,PEACE SMALL WOOD LETTERS,1640.25,243,141,115,6.75,16215
22664,TOY TIDY DOLLY GIRL DESIGN,1637.88,849,169,99,2.1135502958579884,16731
35953,FOLKART STAR CHRISTMAS DECORATIONS,1636.1599999999999,3300,106,98,0.6345871559633027,10388
22251,BIRDHOUSE DECORATION MAGIC GARDEN,1635.33,1349,182,140,1.2294594594594594,25480
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,1635.01,2957,163,141,0.6189570552147239,22983
10133,COLOURING PENCILS BROWN TUBE,1634.09,2827,199,150,0.6563819095477387,29850
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1633.8000000000002,778,112,81,2.1,9072
22523,CHILDS GARDEN FORK PINK,1632.6999999999998,1930,311,246,0.8487697160883281,76506
75049L,LARGE CIRCULAR MIRROR MOBILE,1632.5,1306,146,85,1.25,12410
23242,TREASURE TIN BUFFALO BILL ,1630.72,784,177,131,2.08,23187
21352,EUCALYPTUS & PINECONE  WREATH,1630.7,542,75,71,4.247368421052632,5325
23031,DRAWER KNOB CRACKLE GLAZE PINK,1630.2,988,133,91,1.65,12103
22227,HANGING HEART MIRROR DECORATION ,1629.15,2511,212,108,0.6617903930131005,22896
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1628.9500000000003,553,120,115,2.9466666666666668,13800
23079,TOADSTOOL BEDSIDE LIGHT ,1628.8999999999999,182,96,77,8.95,7392
22291,HANGING CHICK CREAM DECORATION,1626.8999999999999,1122,89,71,1.45,6319
21677,HEARTS  STICKERS,1626.83,1913,196,143,0.8758673469387754,28028
23396,LE JARDIN BOTANIQUE CUSHION COVER,1625.73,435,136,111,3.746737588652482,15096
22244,3 HOOK HANGER MAGIC GARDEN,1625.25,839,120,84,1.9425619834710743,10080
21820,GLITTER HEART GARLAND WITH BELLS ,1624.73,434,120,103,3.774308943089431,12360
22191,EAU DE NIL DINER WALL CLOCK,1623.5,191,111,88,8.5,9768
22829,SWEETHEART WIRE WALL TIDY,1621.85,163,95,79,9.95,7505
23152,IVORY SWEETHEART WIRE LETTER RACK ,1619.43,433,144,104,3.74751724137931,14976
20684,STRAWBERRY DREAM CHILDS UMBRELLA,1616.0,500,156,116,3.2436305732484074,18096
21811,HANGING HEART WITH BELL,1615.82,3684,133,103,0.5447517730496454,13699
23316,RED REFECTORY CLOCK ,1614.6499999999999,163,88,70,9.929545454545455,6160
22074,6 RIBBONS SHIMMERING PINKS ,1613.99,1597,151,126,1.3959354838709677,19026
22217,T-LIGHT HOLDER HANGING LACE,1611.48,1538,162,143,1.1492073170731707,23166
20966,SANDWICH BATH SPONGE,1608.75,1287,210,134,1.25,28140
22035,VINTAGE CARAVAN GREETING CARD ,1608.22,3930,244,152,0.4209016393442623,37088
22522,CHILDS GARDEN FORK BLUE ,1607.77,1897,305,247,0.848741935483871,75335
21973,SET OF 36 MUSHROOM PAPER DOILIES,1607.6999999999998,1122,155,114,1.4448387096774193,17670
22496,SET OF 2 ROUND TINS DUTCH CHEESE,1606.9400000000003,626,172,151,2.8376300578034686,25972
22482,BLUE TEA TOWEL CLASSIC DESIGN,1606.25,1285,190,149,1.25,28310
22853,CAT BOWL VINTAGE CREAM,1605.0,496,121,94,3.2458677685950414,11374
20960,WATERMELON BATH SPONGE,1604.95,1287,134,83,1.2486131386861314,11122
22338,STAR DECORATION PAINTED ZINC ,1604.85,5221,179,142,0.4320652173913043,25418
21100,CHARLIE AND LOLA CHARLOTTE BAG,1604.05,1021,143,111,1.6310416666666665,15873
21246,RED SPOTTY BIG BOWL,1603.8000000000002,324,81,64,4.95,5184
22948,METAL DECORATION NAUGHTY CHILDREN ,1601.9099999999999,1827,129,92,0.9071111111111111,11868
22996,TRAVEL CARD WALLET VINTAGE TICKET,1601.52,3820,290,155,0.4195945945945946,44950
23437, 50'S CHRISTMAS GIFT BAG LARGE,1601.25,1281,103,100,1.25,10300
23236,DOILEY STORAGE TIN,1601.06,554,104,88,2.8899999999999997,9152
20716,PARTY FOOD SHOPPER BAG,1599.8,1292,168,120,1.2455555555555555,20160
23445,ICE CREAM BUBBLES,1599.4099999999999,1927,89,77,0.8300000000000001,6853
23167,SMALL CERAMIC TOP STORAGE JAR ,1596.68,1916,156,117,0.8447239263803681,18252
22162,HEART GARLAND RUSTIC PADDED,1595.95,541,120,83,2.95,9960
22026,BANQUET BIRTHDAY  CARD  ,1592.88,3880,261,140,0.41402298850574715,36540
21955,UNION JACK GUNS & ROSES  DOORMAT,1590.0500000000002,255,75,42,6.43,3150
21439,BASKET OF TOADSTOOLS,1588.75,1271,155,109,1.25,16895
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1585.81,2066,226,155,0.8586956521739131,35030
21813,GARLAND WITH STARS AND BELLS,1584.7500000000002,321,78,70,4.94125,5460
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,1584.15,537,129,90,2.95,11610
22285,"DECORATION HEN ON NEST, HANGING",1583.25,961,122,103,1.6484251968503936,12566
22695,WICKER WREATH SMALL,1582.02,1186,180,148,1.3904324324324326,26640
23531,WALL ART BIG LOVE ,1580.4,228,82,70,6.94156626506024,5740
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1578.71,2769,93,83,0.8287755102040816,7719
22713,CARD I LOVE LONDON ,1574.92,3849,234,148,0.4206808510638298,34632
23237,SET OF 4 KNICK KNACK TINS LEAF,1572.85,379,103,84,4.15,8652
22852,DOG BOWL VINTAGE CREAM,1570.0,370,132,101,4.246212121212121,13332
21983,PACK OF 12 BLUE PAISLEY TISSUES ,1569.4799999999998,5208,260,207,0.3195038167938931,53820
23081,GREEN METAL BOX ARMY SUPPLIES,1567.89,187,97,73,8.422783505154639,7081
84754,S/15 SILVER GLASS BAUBLES IN BAG,1562.5,1250,152,122,1.25,18544
51014L,"FEATHER PEN,LIGHT PINK",1562.3999999999999,2662,159,108,0.6388125,17172
22366,DOOR MAT AIRMAIL ,1560.91,209,94,76,7.4621276595744686,7144
21680,WOODLAND  STICKERS,1560.6,1836,145,108,0.85,15660
84581,DOG TOY WITH PINK CROCHET SKIRT,1560.19,417,175,125,3.74819209039548,21875
22519,CHILDS GARDEN BRUSH PINK,1554.9,744,191,137,2.0961139896373058,26167
23232,WRAP VINTAGE LEAF DESIGN,1554.42,3701,128,115,0.42,14720
22705,WRAP GREEN PEARS ,1554.0,3700,147,114,0.42,16758
23367,SET 12 COLOUR PENCILS SPACEBOY ,1553.7,2394,230,183,0.6495708154506438,42090
20674,GREEN POLKADOT BOWL,1549.96,1239,179,116,1.2566483516483518,20764
22914,BLUE COAT RACK PARIS FASHION,1549.3500000000001,313,142,110,4.95,15620
84558A,3D DOG PICTURE PLAYING CARDS,1548.7500000000002,525,156,109,2.95,17004
85049H,URBAN BLACK RIBBONS ,1547.82,1447,208,153,1.1899056603773583,31824
22504,CABIN BAG VINTAGE RETROSPOT,1545.5,74,48,40,25.291666666666668,1920
22687,DOORMAT CHRISTMAS VILLAGE,1544.17,189,91,80,8.226483516483517,7280
23212,HEART WREATH DECORATION WITH BELL,1543.59,1251,132,96,1.243868613138686,12672
23128,FELTCRAFT BOY JEAN-PAUL KIT,1542.63,313,114,100,4.9874561403508775,11400
22362,GLASS JAR PEACOCK BATH SALTS,1540.7800000000002,522,175,132,2.9778857142857142,23100
23399,HOME SWEET HOME HANGING HEART,1539.6299999999999,1815,176,146,0.8492972972972973,25696
23541,WALL ART CLASSIC PUDDINGS ,1539.55,187,97,86,8.241752577319588,8342
23085,ANTIQUE SILVER BAUBLE LAMP  ,1539.2,148,54,48,10.4,2592
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,1538.6000000000001,524,132,108,2.9411111111111112,14256
21211,SET OF 72 SKULL PAPER  DOILIES,1538.4499999999998,1061,176,133,1.45,23408
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1537.47,363,117,85,4.242605042016807,9945
22452,MEASURING TAPE BABUSHKA PINK,1535.5000000000002,526,119,96,2.9215702479338845,11424
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,1534.82,727,180,142,2.144861878453039,25560
23189,SET OF 12 FORK CANDLES,1534.59,531,96,80,2.8899999999999997,7680
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,1533.8400000000001,928,97,88,1.6793877551020406,8536
23164,REGENCY CAKE SLICE,1533.41,312,74,66,4.985270270270271,4884
22414,DOORMAT NEIGHBOURHOOD WITCH ,1532.34,200,112,67,7.925,7504
23290,SPACEBOY CHILDRENS BOWL,1528.75,1223,164,121,1.25,19844
22179,SET 10 NIGHT OWL LIGHTS,1518.54,224,92,54,6.819574468085106,4968
