CustomerID,Recency,Frequency,Monetary
13412.0,620,1,487.35
13413.0,640,5,176.87
13414.0,134,5,1084.6200000000001
13415.0,630,3,686.67
13416.0,44,3,466.8
13417.0,5,6,1573.49
13418.0,12,31,7825.08
13419.0,64,1,221.06
13420.0,150,2,159.85
13421.0,40,8,3403.25
13422.0,64,1,2292.04
13423.0,429,1,217.03
13424.0,450,1,572.77
13425.0,108,5,2635.87
13426.0,1,22,3818.51
13427.0,19,6,787.93
13428.0,10,3,478.54
13429.0,11,4,955.8
13430.0,19,2,628.45
13431.0,67,8,2223.5
13432.0,571,2,439.1
13433.0,501,4,374.22
13434.0,74,5,421.92
13435.0,5,9,1422.61
13436.0,2,1,196.89
13437.0,14,7,2963.91
13439.0,255,3,986.61
13440.0,423,7,919.5500000000001
13441.0,92,2,592.58
13442.0,667,3,327.97
13443.0,449,6,1113.36
13444.0,374,2,619.08
13445.0,626,1,67.3
13446.0,430,11,3092.89
13447.0,23,3,983.13
13448.0,17,12,7089.43
13449.0,24,1,291.88
13450.0,27,13,2565.92
13451.0,26,11,7090.06
13453.0,166,3,781.69
13454.0,641,1,219.87
13455.0,25,6,1937.79
13456.0,18,6,1016.82
13457.0,689,2,101.42
13458.0,7,16,8815.23
13459.0,625,2,1160.41
13460.0,29,2,183.44
13461.0,39,6,769.6
13462.0,253,5,1153.8500000000001
13464.0,58,6,2681.2
13465.0,446,2,563.08
13466.0,184,5,916.45
13467.0,11,2,1071.91
13468.0,2,72,11785.08
13469.0,653,1,82.4
13470.0,99,2,165.0
13471.0,1,4,2456.84
13472.0,464,2,544.64
13473.0,61,6,1045.83
13474.0,236,3,646.59
13475.0,191,4,1355.46
13476.0,179,5,1811.47
13477.0,38,11,2413.0
13478.0,469,5,2164.78
13479.0,201,4,851.37
13480.0,417,2,627.82
13481.0,46,11,3830.84
13482.0,232,2,336.09
13483.0,66,1,140.34
13484.0,241,3,588.22
13485.0,233,11,2641.82
13486.0,78,3,1122.41
13487.0,58,5,846.87
13488.0,17,23,11546.66
13489.0,105,3,168.48000000000002
13490.0,654,1,154.25
13491.0,52,27,4071.56
13492.0,136,3,928.14
13493.0,287,1,80.35
13494.0,312,1,316.26000000000005
13495.0,8,10,2146.52
13496.0,11,2,531.53
13497.0,283,6,1166.8300000000002
13498.0,730,1,276.38
13499.0,18,5,826.55
13500.0,23,4,1466.3
13501.0,288,3,2015.41
13502.0,17,5,514.5
13503.0,71,5,1778.04
13504.0,64,1,295.93
13505.0,73,4,3446.73
13506.0,316,5,1293.53
13507.0,3,4,2479.16
13508.0,244,2,287.05
13509.0,9,7,806.6800000000001
13510.0,1,11,4558.29
13511.0,677,1,46.510000000000005
13512.0,261,4,668.39
13513.0,127,3,620.0500000000001
13514.0,74,4,403.8
13515.0,73,6,1184.22
13516.0,21,4,931.26
13517.0,60,3,2128.42
13518.0,86,1,627.16
13519.0,78,2,343.21
13520.0,59,11,3342.8
13521.0,1,3,1071.73
13522.0,30,1,125.80000000000001
13523.0,33,6,3189.13
13524.0,41,5,680.1800000000001
13525.0,15,1,23.9
13526.0,738,2,601.14
13527.0,34,12,4541.29
13529.0,79,2,206.06
13530.0,634,1,402.98
13531.0,205,6,1433.07
13532.0,34,1,210.31
13533.0,183,3,269.09
13534.0,2,35,7662.400000000001
13536.0,1,7,2667.52
13537.0,426,2,717.85
13538.0,121,8,1876.53
13539.0,86,7,1353.6200000000001
13540.0,467,3,632.39
13541.0,427,1,124.2
13542.0,377,17,3561.79
13543.0,634,2,534.46
13544.0,40,6,790.2
13545.0,391,2,364.93
13546.0,12,5,988.44
13547.0,408,1,167.08
13548.0,96,3,847.26
13549.0,26,8,960.8000000000001
13550.0,383,1,342.55
13551.0,319,1,91.80000000000001
13552.0,66,22,3805.14
13553.0,675,1,499.6
13554.0,380,7,1569.65
13555.0,74,12,5128.91
13556.0,429,2,155.82
13557.0,28,13,2912.26
13558.0,6,4,594.52
13560.0,7,1,171.42000000000002
13561.0,216,11,1721.8
13562.0,82,8,3942.58
13563.0,84,2,333.13
13564.0,354,36,14948.130000000001
13565.0,19,3,414.8
13566.0,41,5,1641.0
13567.0,428,4,1079.29
13568.0,173,1,187.05
13569.0,17,4,726.54
13570.0,243,1,239.49
13571.0,13,26,4409.76
13572.0,206,1,539.73
13573.0,50,6,675.02
13574.0,411,1,404.45
13575.0,23,5,732.07
13576.0,10,26,3105.17
13577.0,25,11,2879.92
13578.0,409,1,86.46
13579.0,15,5,1326.64
13580.0,406,1,107.75
13581.0,309,2,280.53000000000003
13582.0,390,2,194.48000000000002
13583.0,156,2,1445.031
13584.0,307,3,385.7
13585.0,531,3,684.54
13586.0,541,1,127.28
13587.0,64,4,449.3
13588.0,16,9,2478.95
13589.0,15,5,891.24
13590.0,11,18,5296.34
13591.0,65,7,1856.44
13592.0,36,4,247.95999999999998
13593.0,108,14,5128.1900000000005
13594.0,53,2,533.32
13595.0,517,3,719.98
13596.0,6,2,664.11
13597.0,400,2,286.31
13598.0,47,5,633.5600000000001
13599.0,1,31,6144.53
13600.0,312,2,338.82
13601.0,45,4,1159.99
13602.0,65,4,1025.17
13603.0,26,1,164.34
13604.0,659,1,312.52
13605.0,387,2,522.67
13606.0,29,3,276.75
13607.0,40,2,1075.81
13608.0,541,1,232.05
13609.0,593,1,167.35
13610.0,12,14,2052.71
13611.0,89,10,3136.29
13612.0,633,1,818.29
13613.0,453,5,1039.8500000000001
13614.0,24,6,2281.89
13615.0,319,8,5919.53
13616.0,568,2,283.85
13617.0,40,8,1067.45
13618.0,174,1,177.34
13619.0,545,2,224.94
13620.0,528,1,52.34
13621.0,117,1,213.85
13622.0,696,1,540.05
13623.0,31,10,1945.55
13624.0,388,1,341.12
13625.0,597,1,301.26
13626.0,253,2,656.04
13627.0,59,7,1965.88
13628.0,676,1,218.34
13629.0,143,1,336.36
13630.0,5,7,932.94
13631.0,178,1,40.0
13632.0,25,8,3284.4900000000002
13634.0,33,16,4550.17
13635.0,68,4,2712.66
13636.0,37,5,949.12
13637.0,52,3,804.3
13638.0,16,1,122.64
13639.0,74,2,936.05
13641.0,641,4,724.27
13642.0,216,4,472.2
13643.0,31,10,1819.17
13644.0,16,4,2624.26
13645.0,120,1,50.5
13646.0,400,2,326.25
13647.0,10,8,2343.38
13648.0,400,8,1704.6200000000001
13649.0,257,6,1370.28
13650.0,17,10,2975.8
13651.0,35,3,226.85
13652.0,46,5,2262.05
13653.0,488,1,152.2
13654.0,43,11,5199.2
13655.0,114,6,2177.81
13656.0,165,4,997.25
13657.0,11,2,217.74
13658.0,10,9,4802.5
13659.0,206,12,4510.58
13660.0,400,1,306.64
13661.0,603,1,325.24
13662.0,86,11,2233.61
13663.0,179,5,1713.75
13665.0,386,3,1711.66
13666.0,60,5,127.9
13667.0,149,1,299.05
13668.0,3,34,8083.82
13669.0,51,3,263.55
13670.0,75,1,349.7
13671.0,395,1,172.6
13672.0,301,3,365.92
13673.0,19,2,337.94
13674.0,433,1,240.68
13675.0,151,2,486.82000000000005
13676.0,539,2,191.4
13677.0,405,2,551.24
13678.0,152,1,232.6
13679.0,494,3,281.26
13680.0,1,12,4888.7300000000005
13681.0,18,4,827.83
13682.0,187,1,59.5
13683.0,458,1,258.6
13684.0,286,4,442.24
13685.0,3,4,20.92
13686.0,183,3,409.04
13687.0,438,1,64.32000000000001
13689.0,63,2,34.5
13690.0,59,1,127.4
13691.0,396,1,212.78
13692.0,25,5,1000.56
13693.0,374,9,1960.97
13694.0,4,48,6250.28
13695.0,31,14,1747.21
13696.0,666,1,306.0
13697.0,39,1,151.3
13698.0,597,2,371.83
13699.0,155,2,719.3000000000001
13700.0,26,13,2046.97
13701.0,447,1,161.0
13702.0,446,1,135.18
13703.0,415,1,326.06
13704.0,5,9,2206.06
13705.0,8,7,1259.91
13706.0,303,2,631.1700000000001
13707.0,267,5,2529.01
13708.0,271,1,285.33
13709.0,4,17,6596.4800000000005
13710.0,32,2,163.68
13711.0,219,9,1738.26
13712.0,247,2,557.38
13713.0,408,3,740.76
13714.0,465,1,161.35
13715.0,281,17,6391.21
13716.0,269,1,138.28
13717.0,32,8,1763.3
13718.0,246,2,194.95
13719.0,15,11,2730.88
13720.0,117,4,720.7
13721.0,36,2,741.54
13722.0,132,10,3746.9300000000003
13723.0,217,6,732.93
13724.0,637,1,213.01
13725.0,50,7,1545.56
13726.0,39,2,473.15999999999997
13727.0,29,8,888.6
13728.0,37,16,2810.23
13729.0,436,3,614.03
13730.0,136,2,752.6
13731.0,219,2,610.59
13732.0,28,1,491.86
13733.0,411,2,416.23
13734.0,509,2,125.09
13735.0,25,13,7964.64
13736.0,5,7,2752.47
13737.0,200,1,265.65
13738.0,396,1,434.78000000000003
13739.0,18,2,72.0
13740.0,241,5,1514.97
13741.0,72,3,620.73
13742.0,17,12,2916.7200000000003
13743.0,3,7,1028.52
13744.0,95,2,1080.52
13745.0,162,2,696.0
13746.0,414,1,176.69
13747.0,425,1,90.2
13748.0,96,8,1018.15
13750.0,54,7,971.42
13751.0,288,1,83.55000000000001
13752.0,124,7,1314.8300000000002
13753.0,288,4,1555.67
13754.0,152,3,351.05
13755.0,4,8,2000.96
13756.0,2,22,4468.74
13757.0,675,1,42.55
13758.0,12,14,5014.64
13759.0,71,1,402.49
13760.0,54,5,962.24
13761.0,50,6,1832.77
13762.0,219,2,193.2
13763.0,435,1,70.86
13764.0,71,6,2919.62
13765.0,653,1,352.821
13766.0,495,1,190.35
13767.0,2,70,11573.43
13768.0,727,2,668.07
13769.0,2,20,4270.04
13770.0,437,2,397.77
13771.0,64,9,3708.55
13772.0,34,8,2793.52
13773.0,397,2,301.54
13774.0,82,1,345.0
13775.0,591,1,851.0600000000001
13777.0,9,34,2523.7000000000003
13778.0,103,4,722.25
13779.0,516,1,161.13
13780.0,7,3,601.27
13781.0,251,3,778.83
13782.0,13,13,1786.08
13783.0,640,1,24.36
13784.0,10,8,535.43
13785.0,429,4,542.49
13786.0,367,6,1525.74
13787.0,76,6,1120.56
13788.0,505,1,3.75
13789.0,388,1,239.46
13790.0,4,1,348.79999999999995
13792.0,66,3,383.95
13793.0,647,1,96.0
13794.0,547,1,126.03
13795.0,388,4,488.3
13796.0,499,1,289.7
13797.0,437,3,1128.45
13798.0,1,27,1395.93
13799.0,117,8,1558.09
13800.0,310,3,1016.86
13801.0,67,1,324.8
13802.0,139,18,4093.71
13803.0,255,3,1278.43
13804.0,31,9,2931.46
13805.0,52,2,239.39999999999998
13806.0,64,1,190.98000000000002
13807.0,367,3,369.1
13808.0,6,5,1253.3600000000001
13809.0,305,3,305.9
13810.0,29,2,482.56
13811.0,184,2,319.5
13812.0,42,3,539.0
13813.0,40,8,2399.4700000000003
13814.0,92,3,1558.02
13815.0,22,8,5707.42
13816.0,24,2,464.57
13817.0,29,2,382.98
13818.0,430,1,61.28
13819.0,302,6,1849.8500000000001
13820.0,418,3,652.75
13821.0,145,6,1379.08
13822.0,6,2,508.1
13823.0,19,7,2592.04
13824.0,33,10,1766.3600000000001
13825.0,622,2,255.59
13826.0,176,1,189.5
13827.0,58,3,409.8
13828.0,22,1,209.49
13830.0,582,1,156.85000000000002
13831.0,16,12,1590.8
13832.0,19,2,426.28999999999996
13833.0,159,2,649.41
13834.0,577,2,262.99
13835.0,25,7,1095.27
13836.0,399,2,620.37
13837.0,212,2,221.59
13838.0,6,10,1690.07
13839.0,486,1,139.95000000000002
13840.0,416,1,651.4
13842.0,59,18,5218.74
13843.0,381,1,319.75
13844.0,11,1,361.62
13845.0,65,1,165.98000000000002
13846.0,25,4,1307.79
13847.0,720,1,310.72
13849.0,52,5,3469.3
13850.0,129,1,1595.48
13851.0,96,8,2530.1
13852.0,611,1,187.35000000000002
13853.0,57,1,462.90000000000003
13854.0,9,32,1700.45
13855.0,501,4,1171.15
13856.0,169,11,810.83
13857.0,393,6,1001.01
13858.0,57,1,216.17000000000002
13859.0,326,2,388.36
13860.0,1,5,1245.9
13861.0,429,2,273.26
13862.0,18,9,2466.09
13863.0,248,4,1186.0
13865.0,58,4,501.56
13866.0,74,1,145.67
13867.0,31,3,941.49
13868.0,39,1,459.84
13869.0,123,10,7900.67
13870.0,2,15,3778.52
13871.0,23,17,6957.35
13872.0,527,3,919.57
13873.0,120,8,936.9200000000001
13874.0,358,7,1112.5
13875.0,54,14,4154.27
13876.0,64,1,122.7
13877.0,86,3,335.08
13878.0,55,4,1705.98
13879.0,646,1,395.5
13880.0,21,17,3999.71
13881.0,67,14,1983.04
13882.0,3,5,1081.28
13883.0,11,15,5818.37
13884.0,7,10,1755.73
13885.0,189,2,455.8
13886.0,71,1,243.56
13887.0,204,1,349.55
13888.0,120,7,1940.39
13889.0,93,6,1654.93
13890.0,1,14,2876.98
13891.0,378,3,811.61
13892.0,64,3,499.53
13893.0,298,1,368.1
13894.0,24,2,443.3
13895.0,28,6,3345.42
13896.0,626,1,261.05
13897.0,50,3,1061.1200000000001
13898.0,326,2,686.4
13899.0,16,2,337.52
13900.0,183,6,1432.27
13901.0,72,15,5449.89
13902.0,663,2,77.46000000000001
13903.0,400,1,165.45000000000002
13904.0,37,2,332.64
13905.0,733,1,181.85
13906.0,409,1,42.0
13907.0,692,1,136.8
13908.0,80,4,1960.19
13909.0,423,2,282.85
13911.0,57,20,3509.89
13912.0,424,1,124.95
13913.0,507,1,42.22
13914.0,12,2,521.15
13915.0,394,1,17.700000000000003
13916.0,464,4,1150.81
13917.0,50,2,272.04
13918.0,50,2,585.0
13919.0,59,4,1257.18
13920.0,432,4,1314.8799999999999
13921.0,402,4,730.7
13922.0,352,3,519.0
13923.0,54,1,351.13
13924.0,2,6,1838.8500000000001
13925.0,93,4,678.25
13926.0,23,1,223.85000000000002
13927.0,75,2,708.26
13928.0,11,4,464.57
13929.0,169,8,779.7900000000001
13930.0,58,2,337.34
13931.0,96,11,4611.12
13932.0,295,1,307.4
13933.0,109,2,401.19
13934.0,264,1,572.1
13935.0,597,2,469.73
13936.0,180,3,939.6600000000001
13937.0,169,2,880.13
13938.0,35,1,71.66
13939.0,23,7,1458.96
13940.0,17,4,839.14
13941.0,22,12,590.3000000000001
13943.0,578,1,246.54000000000002
13944.0,653,1,200.43
13945.0,395,2,783.35
13946.0,79,6,280.81
13947.0,65,1,90.60000000000001
13948.0,361,4,454.56
13949.0,3,6,2073.17
13950.0,11,4,518.8000000000001
13951.0,176,3,674.45
13952.0,218,13,6926.351
13953.0,7,2,222.08
13954.0,2,2,439.92
13955.0,154,3,493.07
13956.0,5,5,970.26
13957.0,418,3,458.25
13958.0,380,8,3606.29
13959.0,79,6,1022.27
13960.0,21,2,159.42000000000002
13961.0,392,1,263.3
13962.0,22,3,362.8
13963.0,308,17,2650.57
13964.0,387,2,344.5
13965.0,477,3,310.65
13966.0,435,1,263.3
13967.0,146,2,121.30000000000001
13968.0,423,1,123.66
13969.0,7,35,10336.44
13970.0,438,1,288.55
13971.0,19,14,4617.77
13972.0,71,2,190.25
13973.0,287,1,196.7
13974.0,49,2,677.72
13975.0,31,12,4927.09
13976.0,207,4,944.2
13977.0,411,1,138.21
13978.0,15,2,196.79
13979.0,73,7,3379.93
13980.0,60,5,676.62
13981.0,416,1,331.14
13982.0,39,9,2949.59
13983.0,40,18,3927.63
13984.0,27,11,1012.22
13985.0,4,22,9323.300000000001
13986.0,17,1,239.82
13987.0,380,2,682.54
13988.0,20,8,4353.4800000000005
13989.0,66,5,1284.54
13990.0,213,1,311.3
13991.0,12,6,852.88
13992.0,30,3,172.7
13993.0,43,19,5033.27
13994.0,4,6,2224.64
13995.0,15,14,3848.9100000000003
13996.0,386,2,550.26
13997.0,519,3,376.46
13998.0,447,3,566.7
13999.0,10,29,7054.1
14000.0,211,4,621.44
14001.0,46,8,1505.17
14002.0,134,2,529.73
14003.0,733,1,209.41
14004.0,43,11,4913.11
14005.0,10,5,1104.32
14006.0,116,7,1056.35
14007.0,513,1,79.48
14008.0,432,1,509.04
14009.0,198,3,1099.91
14010.0,565,2,283.15
14011.0,480,2,457.82
14012.0,278,1,328.8
14013.0,110,5,1040.02
14014.0,77,3,1065.73
14015.0,53,1,151.5
14016.0,162,11,7043.81
14017.0,571,1,229.75
14018.0,645,1,211.2
14019.0,47,3,1040.41
14020.0,17,4,1249.01
14021.0,155,6,1450.18
14022.0,225,2,792.15
14023.0,7,2,539.52
14024.0,122,3,645.74
14025.0,465,8,1814.22
14026.0,471,2,713.11
14027.0,61,1,104.82
14029.0,63,2,191.46
14030.0,18,20,6007.14
14031.0,7,39,7739.13
14032.0,16,15,3380.61
14034.0,22,3,456.09
14035.0,29,9,1758.21
14036.0,285,1,626.65
14037.0,176,6,722.2
14038.0,78,5,2831.88
14039.0,33,2,121.36
14040.0,41,35,9629.06
14041.0,266,1,141.41
14042.0,725,1,341.98
14043.0,491,2,302.59999999999997
14044.0,27,10,2906.79
14045.0,541,1,34.0
14046.0,284,1,154.99
14047.0,9,14,2519.9500000000003
14048.0,305,3,748.69
14049.0,17,13,10545.05
14050.0,32,2,746.36
14051.0,1,31,3250.38
14052.0,20,2,466.66
14053.0,160,3,110.0
14054.0,65,1,92.46000000000001
14055.0,106,3,560.27
14056.0,1,23,7843.0
14057.0,24,21,5967.52
14058.0,463,2,422.39000000000004
14059.0,267,1,132.6
14060.0,5,27,3602.84
14061.0,724,2,296.05
14062.0,10,17,2726.21
14063.0,687,2,100.14
14064.0,29,15,2434.46
14065.0,389,3,840.02
14066.0,267,1,152.55
14067.0,64,2,374.7
14068.0,320,4,1516.72
14069.0,515,2,225.81
14070.0,685,1,321.6
14071.0,4,8,1437.57
14072.0,667,1,290.35
14073.0,32,1,151.04
14074.0,623,1,159.4
14075.0,5,6,1415.45
14076.0,129,1,118.67
14077.0,78,5,482.36
14078.0,102,9,921.52
14079.0,125,1,148.9
14080.0,33,5,989.83
14081.0,302,10,4867.57
14082.0,365,2,413.36
14083.0,4,11,1082.19
14084.0,512,1,150.5
14085.0,2,33,9483.32
14086.0,463,1,39.95
14087.0,3,3,829.47
14088.0,10,12,4519.25
14089.0,57,1,158.75
14092.0,8,24,6211.5
14093.0,12,1,433.86
14094.0,440,1,259.27
14095.0,723,1,2.95
14096.0,4,17,42436.14
14097.0,481,2,422.86
14098.0,37,1,86.14999999999999
14099.0,16,20,5354.27
14100.0,138,1,191.95
14101.0,295,5,529.21
14102.0,5,5,551.18
14104.0,155,5,658.53
14105.0,239,5,4782.62
14107.0,52,11,4367.15
14108.0,31,4,918.96
14109.0,73,1,144.2
14110.0,37,30,5699.88
14111.0,14,3,78.3
14112.0,23,13,5426.59
14113.0,4,14,1596.1100000000001
14114.0,274,7,1231.39
14115.0,502,2,401.27
14116.0,20,5,1243.66
14117.0,144,1,90.0
14118.0,429,1,190.25
14119.0,376,2,183.37
14121.0,4,4,2544.69
14122.0,406,2,218.64000000000001
14123.0,733,1,436.18
14124.0,84,1,48.08
14125.0,11,3,2672.83
14126.0,11,2,679.6800000000001
14127.0,123,6,1900.0800000000002
14128.0,61,3,924.21
14129.0,2,9,2099.58
14130.0,319,4,1545.33
14131.0,649,1,168.22
14132.0,2,11,2972.9900000000002
14133.0,130,4,761.69
14134.0,383,12,2064.55
14135.0,2,22,2509.7400000000002
14136.0,401,5,1570.81
14137.0,696,1,239.1
14138.0,2,2,815.88
14139.0,46,4,1025.6
14140.0,4,2,935.05
14141.0,3,4,701.23
14142.0,373,2,671.34
14143.0,134,1,115.8
14144.0,486,1,30.6
14145.0,537,1,12.75
14146.0,9,12,7268.58
14147.0,78,6,351.4
14148.0,234,2,211.29
14149.0,221,1,446.62
14150.0,36,2,370.24
14151.0,673,2,679.45
14152.0,75,7,1922.3400000000001
14153.0,483,1,233.39999999999998
14154.0,239,7,4213.74
14155.0,266,1,118.75
14156.0,10,112,48787.55
14157.0,20,5,978.69
14158.0,40,1,507.65999999999997
14159.0,20,20,7417.3
14160.0,610,5,735.67
14161.0,216,7,2841.33
14162.0,174,2,289.36
14163.0,87,5,501.76
14164.0,81,1,374.4
14165.0,276,1,120.44
14166.0,505,2,251.15
14167.0,39,8,1274.29
14168.0,421,2,268.45
14169.0,431,2,621.51
14170.0,375,3,570.18
14171.0,98,2,397.09000000000003
14172.0,605,3,369.02
14173.0,11,6,369.4
14174.0,33,1,134.46
14175.0,60,8,6144.63
14176.0,297,5,675.1
14177.0,86,12,1550.29
14178.0,9,7,1540.86
14179.0,41,2,701.57
14180.0,11,33,5049.35
14181.0,411,2,308.35
14182.0,444,4,576.77
14183.0,411,2,278.34000000000003
14184.0,67,1,452.89
14185.0,331,1,32.65
14186.0,427,5,1550.63
14187.0,474,1,123.5
14188.0,31,6,1769.96
14189.0,2,16,4715.06
14191.0,2,15,4351.96
14192.0,388,1,247.84
14193.0,68,3,1136.19
14194.0,5,35,16020.73
14195.0,252,1,39.8
14196.0,107,1,90.72
14197.0,411,1,390.05
14198.0,18,9,1569.73
14199.0,218,3,140.25
14200.0,617,1,379.2
14201.0,60,9,910.46
14202.0,381,3,483.46
14203.0,397,1,206.74
14204.0,2,4,922.83
14205.0,17,9,2149.3
14206.0,239,3,1134.01
14208.0,95,2,567.05
14209.0,11,15,4298.37
14210.0,106,16,5320.02
14211.0,53,18,4003.89
14214.0,31,5,1004.38
14215.0,12,9,3059.78
14216.0,3,5,1236.89
14217.0,2,23,2780.61
14218.0,43,1,169.48000000000002
14219.0,4,3,633.83
14220.0,247,4,595.1700000000001
14221.0,42,17,5800.1900000000005
14222.0,177,1,683.17
14223.0,92,3,991.13
14224.0,110,9,1480.16
14225.0,435,4,1434.23
14226.0,29,6,1443.69
14227.0,26,15,6187.51
14228.0,438,3,664.5
14229.0,52,7,1075.44
14230.0,436,3,584.46
14231.0,184,4,1155.72
14232.0,43,5,1903.17
14233.0,49,6,1185.57
14234.0,22,4,709.12
14235.0,75,9,2020.63
14236.0,81,4,594.34
14237.0,373,2,420.14
14238.0,326,3,190.45
14239.0,43,21,3883.52
14240.0,30,3,1119.54
14241.0,184,1,147.3
14242.0,235,2,280.55
14243.0,9,17,6024.85
14244.0,661,1,245.45999999999998
14245.0,220,2,1693.45
14246.0,111,3,1474.06
14247.0,278,5,753.56
14248.0,318,3,642.35
14249.0,411,12,4326.361
14250.0,7,3,1904.05
14251.0,2,5,1111.74
14252.0,381,1,130.99
14253.0,493,2,149.2
14254.0,433,1,305.83
14256.0,260,5,2294.29
14257.0,64,9,3986.15
14258.0,90,15,844.1
14259.0,142,1,120.0
14260.0,471,3,824.28
14261.0,51,2,939.49
14262.0,8,8,2304.61
14263.0,423,1,322.93
14264.0,155,6,1469.76
14265.0,109,4,1373.35
14266.0,428,1,40.56
14267.0,163,3,1091.94
14268.0,471,1,354.85
14269.0,439,1,295.73
14270.0,332,1,492.65000000000003
14271.0,226,2,214.18
14272.0,74,4,920.81
14273.0,51,4,559.97
14274.0,686,1,256.6
14275.0,396,5,154.34
14276.0,99,7,2057.83
14277.0,15,8,4250.2
14278.0,410,1,154.82999999999998
14280.0,197,1,134.04
14281.0,408,1,157.55
14282.0,3,24,3922.06
14283.0,463,4,628.44
14284.0,31,3,1195.55
14285.0,21,7,642.14
14286.0,24,7,7437.8
14287.0,8,3,176.63
14288.0,213,1,261.0
14289.0,9,6,728.5600000000001
14290.0,11,8,2575.7000000000003
14291.0,2,23,7605.9
14292.0,8,15,2682.01
14293.0,3,9,1744.41
14294.0,407,1,375.34000000000003
14295.0,40,5,1244.96
14296.0,421,2,456.4
14297.0,18,4,1245.33
14298.0,8,72,50191.96
14299.0,8,25,4451.41
14300.0,19,1,43.2
14301.0,117,4,655.96
14302.0,431,3,447.1
14303.0,407,2,277.94
14304.0,223,3,1582.41
14305.0,71,3,1621.3600000000001
14306.0,51,3,574.0
14307.0,89,10,4013.67
14309.0,8,11,2960.52
14310.0,433,1,492.1
14311.0,243,2,457.05
14312.0,47,11,3024.29
14314.0,107,2,88.19999999999999
14315.0,45,8,2436.62
14316.0,422,5,479.58
14317.0,65,1,442.58
14318.0,460,1,158.02
14319.0,424,1,494.85
14320.0,207,5,1346.75
14321.0,11,7,2134.66
14322.0,429,4,239.5
14323.0,115,2,605.0600000000001
14324.0,410,2,656.61
14325.0,570,1,245.48000000000002
14326.0,242,3,880.98
14327.0,163,6,1717.93
14329.0,17,15,9442.24
14330.0,624,1,200.63
14331.0,124,2,462.66
14332.0,23,5,996.1700000000001
14333.0,68,1,213.20000000000002
14334.0,17,12,4033.38
14335.0,16,2,454.86
14336.0,17,4,1524.91
14338.0,161,3,817.1
14339.0,243,2,404.27
14340.0,219,1,134.7
14341.0,45,18,4221.2
14342.0,21,6,442.28
14343.0,421,4,1079.66
14344.0,127,20,2745.25
14345.0,39,1,108.98
14346.0,121,5,2230.75
14347.0,737,1,82.60000000000001
14348.0,260,1,271.87
14349.0,10,1,133.5
14350.0,274,3,972.03
14352.0,157,4,963.3100000000001
14353.0,215,3,376.5
14354.0,6,2,163.62
14355.0,366,3,840.0500000000001
14356.0,80,2,521.83
14357.0,43,1,225.12
14358.0,389,2,354.15999999999997
14359.0,19,3,912.1800000000001
14360.0,32,4,1932.53
14361.0,579,1,214.71
14362.0,22,1,151.5
14363.0,402,2,64.47
14364.0,109,8,944.7
14365.0,395,2,634.68
14367.0,8,16,7796.26
14368.0,320,1,155.0
14369.0,642,2,416.03000000000003
14370.0,488,5,813.98
14371.0,295,1,100.5
14372.0,443,2,714.28
14373.0,358,1,76.55
14374.0,541,1,108.0
14375.0,185,3,1106.82
14376.0,683,1,215.46
14377.0,191,2,160.85000000000002
14378.0,622,1,131.25
14379.0,44,4,1057.26
14381.0,52,2,625.94
14382.0,26,2,1193.6299999999999
14383.0,38,3,1008.54
14384.0,501,1,58.5
14385.0,9,3,202.10999999999999
14386.0,297,1,142.4
14387.0,33,3,1601.44
14388.0,10,16,6325.8
14389.0,65,5,1547.6100000000001
14390.0,10,13,4420.84
14391.0,577,1,135.6
14392.0,432,1,206.7
14393.0,218,1,67.95
14394.0,565,1,93.8
14395.0,2,20,7667.68
14396.0,65,7,1969.38
14397.0,3,17,1266.68
14398.0,401,2,660.09
14399.0,394,8,1537.01
14400.0,149,3,1059.51
14401.0,4,22,3745.04
14402.0,652,1,105.6
14403.0,217,2,64.35
14404.0,34,12,1940.38
14406.0,119,1,156.75
14407.0,107,6,979.48
14408.0,11,8,1196.27
14409.0,71,7,1813.41
14410.0,92,11,2412.0
14412.0,43,3,1298.69
14413.0,362,3,421.72
14414.0,92,8,1742.97
14415.0,1,23,11794.04
14416.0,22,2,189.5
14417.0,388,1,524.65
14418.0,4,3,1619.67
14419.0,11,7,1254.64
14420.0,99,4,1571.17
14421.0,57,5,1399.42
14422.0,1,19,9657.73
14423.0,218,2,182.21
14425.0,435,3,661.39
14426.0,24,17,9171.75
14427.0,50,4,863.82
14428.0,7,5,1103.19
14429.0,404,1,471.28000000000003
14430.0,512,3,863.9000000000001
14431.0,303,4,1299.57
14432.0,10,6,2093.9
14433.0,466,1,280.7
14435.0,502,1,90.42
14436.0,99,2,119.06
14437.0,366,5,696.34
14438.0,306,1,131.9
14439.0,320,5,735.2
14440.0,8,10,1772.98
14441.0,1,10,2627.59
14442.0,205,7,3467.52
14443.0,54,5,1991.17
14444.0,456,1,120.44
14445.0,456,1,221.65
14446.0,1,5,1200.28
14447.0,19,6,1711.73
14448.0,9,2,137.75
14449.0,19,8,2142.46
14450.0,181,7,1083.89
14451.0,60,12,3258.68
14452.0,11,4,658.95
14453.0,190,1,119.93
14454.0,376,5,885.5
14455.0,432,4,617.72
14456.0,5,9,3017.28
14457.0,311,1,68.64
14458.0,381,1,228.07
14459.0,155,2,1651.121
14460.0,110,8,921.54
14461.0,148,13,6394.71
14462.0,66,12,2242.81
14463.0,171,2,54.6
